Total Weight,volume,Average Weight,Number Density,Mass Density,Bond Length,Number of Atom,Number of unpaired Electron,Average Number of Electron,Maximun Principle quantum number,Pauling Electronegativity,DFT Heat Capcity,Log(DFT LTC)
189.30,28.33,94.65,0.07,11.10,2.42,2.00,1.50,38.50,4.00,1.67,40.41587989,2.316284938
244.95,52.57,48.99,0.10,7.74,2.03,5.00,2.80,22.80,3.60,1.94,102.3091343,1.575418791
213.12,53.71,42.62,0.09,6.59,2.04,5.00,2.20,19.80,3.40,1.90,102.1486174,1.413484174
233.77,55.39,46.75,0.09,7.01,2.06,5.00,2.40,21.60,3.60,1.91,104.653576,1.318376415
254.22,52.16,50.84,0.10,8.09,2.02,5.00,2.20,23.40,3.60,1.97,103.697529,1.249882902
298.26,56.34,59.65,0.09,8.79,2.08,5.00,3.20,26.80,3.80,2.00,103.7167302,1.266654963
212.40,55.93,42.48,0.09,6.31,2.07,5.00,1.60,20.40,3.40,1.92,105.9888584,0.321453434
295.53,58.32,59.11,0.09,8.41,2.10,5.00,3.80,26.20,3.80,1.83,104.1274316,1.350616237
408.13,67.13,81.63,0.07,10.09,2.20,5.00,3.80,35.80,4.40,2.15,108.1342911,0.198602109
253.50,54.00,50.70,0.09,7.80,2.05,5.00,1.60,24.00,3.60,1.99,106.8973672,0.104691919
354.08,95.17,70.82,0.05,6.18,2.47,5.00,1.40,30.20,4.00,1.69,109.5973154,0.970244568
406.44,69.14,81.29,0.07,9.76,2.22,5.00,3.20,35.60,4.40,2.10,106.7060454,1.415674335
365.68,69.19,73.14,0.07,8.78,2.22,5.00,2.40,32.40,4.20,2.15,109.7617478,0.629501342
409.63,73.38,81.93,0.07,9.27,2.27,5.00,2.40,36.00,4.40,2.12,112.163015,0.809748205
360.18,68.32,72.04,0.07,8.75,2.21,5.00,3.00,31.80,4.20,2.10,106.142101,1.365431822
496.17,66.89,99.23,0.07,12.32,2.20,5.00,3.40,42.20,4.60,2.13,108.173833,0.299725154
265.59,93.35,53.12,0.05,4.72,2.46,5.00,1.40,23.80,3.80,1.72,108.6143928,1.169938809
119.88,45.75,59.94,0.04,4.35,2.84,2.00,2.00,27.00,4.00,1.71,45.84793641,1.445899859
122.20,37.24,61.10,0.05,5.45,2.65,2.00,2.50,27.50,4.00,1.76,44.6978501,2.07419453
342.74,163.20,57.12,0.04,3.49,2.95,6.00,1.33,24.67,3.67,1.45,141.1060636,0.313142792
255.80,189.83,31.98,0.04,2.24,2.83,8.00,1.50,14.50,3.00,1.24,179.0036789,0.549289426
330.26,150.73,66.05,0.03,3.64,2.88,5.00,1.20,28.80,4.00,1.66,120.4911245,-0.280693578
72.94,19.28,36.47,0.10,6.28,1.84,2.00,3.00,17.00,3.00,2.46,37.60700052,0.652546085
368.08,116.26,73.62,0.04,5.26,2.17,5.00,1.20,31.20,4.00,1.90,111.7167079,-0.20843098
393.55,120.00,78.71,0.04,5.45,2.67,5.00,1.20,34.40,4.40,1.60,114.680745,0.969429892
294.12,57.78,73.53,0.07,8.45,2.36,4.00,2.00,31.00,3.75,2.08,83.65334255,0.788601978
1042.02,381.61,130.25,0.02,4.53,3.37,8.00,1.50,53.50,5.50,1.45,197.7933271,-0.329933593
315.74,59.58,105.25,0.05,8.80,2.68,3.00,4.00,45.33,5.00,1.95,70.23013146,1.311202699
1511.51,406.58,94.47,0.04,6.17,2.65,16.00,1.50,39.50,4.25,2.11,385.1531941,0.079603272
1378.39,320.20,68.92,0.06,7.15,2.26,20.00,1.80,29.00,3.40,2.63,440.6445234,0.153062452
248.54,53.32,49.71,0.09,7.74,2.04,5.00,3.80,22.60,3.60,1.90,103.5997122,1.150357258
176.01,98.83,35.20,0.05,2.96,2.50,5.00,0.80,15.60,2.60,1.68,83.29667206,0.811300134
97.68,47.44,12.21,0.17,3.42,1.57,8.00,2.00,6.00,2.00,2.55,62.6208525,2.833244886
369.65,113.93,46.21,0.07,5.39,2.12,8.00,1.50,21.00,3.25,2.54,163.9244774,1.219436069
457.55,136.52,57.19,0.06,5.57,2.14,8.00,1.50,25.50,3.50,2.51,168.8148526,1.133325967
624.08,136.41,78.01,0.06,7.60,2.35,8.00,2.00,33.50,4.00,2.30,171.6991284,1.582582236
113.92,38.76,28.48,0.10,4.88,2.05,4.00,2.00,13.50,2.75,2.42,76.63503961,1.481313611
263.69,89.66,52.74,0.06,4.88,2.42,5.00,1.40,23.80,3.80,1.78,110.0084716,1.234137489
263.32,72.42,52.66,0.07,6.04,2.26,5.00,1.80,23.40,3.60,1.76,99.68646226,0.788083484
107.88,149.33,8.99,0.08,1.20,1.49,12.00,1.00,4.67,1.67,1.94,148.2452121,0.108835528
343.43,115.78,68.69,0.04,4.93,2.64,5.00,0.80,30.00,4.00,1.65,116.3517314,0.690771803
486.06,141.65,97.21,0.04,5.70,2.82,5.00,0.80,40.80,4.60,1.62,119.7305845,0.483059262
365.59,106.02,91.40,0.04,5.73,3.25,4.00,1.00,38.00,4.25,1.34,97.71170061,-0.026932213
200.03,67.79,100.02,0.03,4.90,3.53,2.00,0.00,43.00,5.00,1.32,49.31171803,0.195429142
229.28,49.28,57.32,0.08,7.73,2.52,4.00,2.75,26.25,4.00,1.75,90.95637624,1.509377281
261.94,28.68,130.97,0.07,15.17,2.65,2.00,2.00,54.00,5.00,2.01,47.7742324,0.781805621
278.33,57.67,69.58,0.07,8.01,2.66,4.00,1.75,31.75,4.25,1.74,95.48339071,-0.127354329
170.79,27.91,85.40,0.07,10.16,2.63,2.00,2.50,37.50,4.50,2.01,47.32537081,0.960489804
193.01,59.18,96.50,0.03,5.42,2.68,2.00,1.00,41.00,4.50,1.88,48.28715405,1.533416142
755.14,62.51,188.79,0.06,20.06,2.81,4.00,2.75,75.75,6.00,1.98,96.27596525,1.727150704
740.74,109.13,123.46,0.05,11.27,2.84,6.00,4.67,52.00,5.33,1.87,141.539966,1.32933685
368.72,34.59,184.36,0.06,17.70,2.82,2.00,3.00,74.00,6.00,1.75,47.95690545,1.927129021
487.21,61.60,121.80,0.06,13.13,2.79,4.00,2.75,51.75,5.25,2.03,95.48725612,1.360744841
279.56,34.18,139.78,0.06,13.58,2.81,2.00,3.00,58.00,5.50,1.75,47.65002523,1.590094714
618.62,99.51,103.10,0.06,10.32,2.75,6.00,0.67,44.00,4.67,1.53,144.3886201,0.498655095
207.53,37.40,103.77,0.05,9.21,2.90,2.00,0.50,41.50,4.00,1.44,46.62645139,1.247727833
221.41,69.99,55.35,0.06,5.25,2.83,4.00,0.75,22.25,3.00,1.21,89.99988628,0.333406967
224.90,42.95,112.45,0.05,8.69,3.03,2.00,0.00,46.00,4.50,1.61,48.49026021,0.621300942
245.55,44.00,122.77,0.05,9.27,3.06,2.00,0.50,50.50,5.00,1.63,48.43860724,0.955259497
288.21,65.06,144.11,0.03,7.36,3.48,2.00,0.00,59.00,5.50,1.42,49.39626816,0.208441356
289.50,52.08,144.75,0.04,9.23,3.23,2.00,0.50,59.50,5.50,1.56,49.1416557,0.386159959
692.99,88.80,173.25,0.05,12.96,3.15,4.00,0.50,70.00,5.75,1.76,98.41220891,0.32056168
669.56,60.79,167.39,0.07,18.29,2.78,4.00,3.50,68.00,5.75,2.05,95.3204037,1.645824935
757.60,60.62,189.40,0.07,20.75,2.78,4.00,3.00,76.00,6.00,2.03,95.87127415,1.862322236
624.52,58.25,156.13,0.07,17.80,2.74,4.00,2.75,63.25,5.50,2.04,94.78935608,1.204147125
627.59,56.39,156.90,0.07,18.48,2.71,4.00,3.00,63.50,5.50,2.06,95.02343646,1.204364205
281.12,40.70,140.56,0.05,11.47,2.98,2.00,2.00,58.00,5.50,1.71,48.28816757,1.114944416
946.68,109.51,157.78,0.05,14.35,2.84,6.00,2.33,64.33,5.67,1.87,144.8578972,0.739057848
667.88,63.43,166.97,0.06,17.48,2.82,4.00,2.75,67.75,5.75,1.98,95.57892194,1.35884819
242.57,77.68,60.64,0.05,5.19,2.93,4.00,0.75,24.75,3.25,1.27,90.97467708,0.778172965
214.14,45.61,107.07,0.04,7.80,3.09,2.00,1.50,42.50,4.00,1.39,47.27517735,0.841934811
228.02,74.99,57.01,0.05,5.05,2.90,4.00,1.25,22.75,3.00,1.19,89.59791409,0.590897539
113.36,26.85,56.68,0.07,7.01,2.59,2.00,0.50,24.50,3.00,1.59,43.52558475,1.370272468
794.22,103.40,132.37,0.06,12.75,2.79,6.00,1.67,53.00,4.67,1.79,143.4351073,0.686377045
211.32,42.60,105.66,0.05,8.24,3.02,2.00,1.00,42.00,4.00,1.39,47.12231864,1.734359714
130.73,32.32,65.36,0.06,6.72,2.76,2.00,0.00,29.00,3.50,1.76,46.60442926,1.528029217
127.21,30.46,63.61,0.07,6.94,2.70,2.00,1.50,28.50,4.00,1.80,45.82160953,2.026247181
111.93,73.41,55.96,0.03,2.53,3.63,2.00,0.00,25.00,4.00,1.13,48.68388018,0.353011711
228.69,50.22,114.34,0.04,7.56,3.20,2.00,0.50,46.50,4.50,1.56,48.89135055,0.274573464
113.21,55.01,56.61,0.04,3.42,3.29,2.00,0.50,25.50,4.00,1.27,47.61498255,1.275426537
105.88,23.38,52.94,0.09,7.52,2.48,2.00,4.00,24.00,4.00,1.59,44.27809166,2.951269503
566.21,111.04,94.37,0.05,8.47,2.85,6.00,4.67,41.33,5.00,1.88,140.8200638,1.581949658
644.59,121.40,161.15,0.03,8.82,3.50,4.00,1.75,64.25,5.25,1.58,98.61024739,0.400865961
826.32,109.41,137.72,0.05,12.54,2.84,6.00,1.67,55.67,5.00,1.78,144.1491772,0.662115356
401.62,59.59,100.41,0.07,11.19,2.76,4.00,3.50,44.00,5.00,2.11,94.40962278,1.743211771
396.12,59.59,99.03,0.07,11.04,2.76,4.00,4.25,43.25,5.00,2.05,95.32442864,1.389591307
289.13,61.52,72.28,0.07,7.80,2.79,4.00,1.25,32.75,4.25,1.64,94.78552717,1.076458388
103.65,31.96,51.82,0.06,5.39,2.75,2.00,1.50,24.50,4.00,1.64,47.39316788,0.82040509
412.59,93.61,68.76,0.06,7.32,2.69,6.00,1.67,31.67,4.33,1.68,142.651282,0.639486489
124.10,24.33,62.05,0.08,8.47,2.51,2.00,1.00,29.00,4.00,1.78,46.97801136,1.244054349
147.28,56.85,36.82,0.07,4.30,2.64,4.00,0.75,16.25,2.75,1.44,86.42294218,0.817849518
238.10,29.54,119.05,0.07,13.39,2.68,2.00,3.00,49.00,5.00,1.87,45.6504857,1.730959832
281.45,35.66,140.73,0.06,13.11,2.85,2.00,3.00,58.00,5.50,1.77,47.29890886,1.66043856
75.93,37.54,37.96,0.05,3.36,2.66,2.00,2.00,18.00,3.50,1.78,44.38860966,1.834630488
792.45,70.64,198.11,0.06,18.63,2.92,4.00,2.00,79.00,6.00,2.10,98.11810731,0.22693484
710.51,117.97,177.63,0.03,10.00,3.47,4.00,1.75,71.25,5.75,1.66,98.88271327,-0.084953866
151.38,36.52,75.69,0.05,6.88,2.87,2.00,0.50,33.50,4.00,1.78,47.9528686,0.627283907
364.22,64.71,91.05,0.06,9.35,2.84,4.00,0.25,39.75,4.00,1.99,95.70316529,0.863233612
437.97,66.23,109.49,0.06,10.98,2.86,4.00,0.50,47.00,4.25,2.14,96.67484307,0.59248765
600.92,125.51,100.15,0.05,7.95,2.97,6.00,0.00,43.33,4.33,1.78,145.7446894,0.487958093
367.13,60.57,91.78,0.07,10.06,2.78,4.00,0.50,40.00,4.00,2.04,95.29559491,0.909662985
408.17,70.92,102.04,0.06,9.56,2.93,4.00,0.25,44.25,4.25,1.96,96.67622834,0.883349085
240.04,36.12,120.02,0.06,11.03,2.86,2.00,1.50,49.50,5.00,1.78,47.85297188,0.334715053
630.21,64.56,157.55,0.06,16.21,2.84,4.00,1.75,63.75,5.50,1.99,95.49039734,1.041274225
636.19,60.01,159.05,0.07,17.60,2.77,4.00,2.25,64.25,5.50,2.06,96.37034574,0.623032089
674.16,70.57,168.54,0.06,15.86,2.92,4.00,1.75,68.25,5.75,1.96,96.70797552,0.923616999
650.66,60.99,162.67,0.07,17.72,2.78,4.00,1.50,66.00,5.50,2.06,96.81736454,0.491571786
676.48,66.74,169.12,0.06,16.83,2.87,4.00,2.00,68.50,5.75,1.98,96.49625509,1.021520064
234.07,30.10,117.04,0.07,12.91,2.69,2.00,3.50,48.50,5.00,1.72,46.06777518,1.816181622
147.86,33.82,73.93,0.06,7.26,2.80,2.00,2.00,33.00,4.50,1.82,46.93189516,1.472053991
353.67,60.98,88.42,0.07,9.63,2.78,4.00,2.50,39.00,4.75,2.05,94.79264945,1.122412495
586.86,117.49,97.81,0.05,8.29,2.91,6.00,2.00,42.67,5.00,1.84,145.5853243,0.374455052
489.66,59.34,122.42,0.07,13.70,2.76,4.00,3.00,52.00,5.25,2.09,94.67840506,1.464042205
356.58,57.19,89.15,0.07,10.35,2.72,4.00,2.75,39.25,4.75,2.09,94.39228548,1.404371819
359.66,55.12,89.91,0.07,10.84,2.69,4.00,3.00,39.50,4.75,2.12,94.07730692,1.445479657
191.81,40.78,95.91,0.05,7.81,2.98,2.00,2.00,42.00,5.00,1.75,48.32768778,1.197941836
589.43,108.34,98.24,0.06,9.03,2.83,6.00,2.33,43.00,5.00,1.93,143.4924933,0.784895323
399.94,62.60,99.99,0.06,10.61,2.81,4.00,2.75,43.75,5.00,2.04,95.1173601,1.583561479
146.03,33.25,73.01,0.06,7.29,2.78,2.00,2.50,32.50,4.50,1.78,46.99153658,1.419460073
148.94,29.08,74.47,0.07,8.50,2.66,2.00,3.00,33.00,4.50,1.87,45.78880766,1.84933955
192.29,35.27,96.15,0.06,9.05,2.84,2.00,3.00,42.00,5.00,1.77,47.21562481,1.645913275
110.36,37.80,55.18,0.05,4.85,2.91,2.00,0.50,25.50,4.00,1.51,47.61767031,0.90579588
167.87,48.38,83.93,0.04,5.76,2.89,2.00,1.50,36.50,4.50,1.88,48.0504964,0.953996339
292.00,69.78,146.00,0.03,6.95,3.57,2.00,0.50,59.50,5.50,1.38,49.40169167,0.229246562
565.66,89.94,94.28,0.07,10.44,2.66,6.00,3.00,39.67,4.67,1.59,139.3776678,1.340523431
244.09,60.43,61.02,0.07,6.71,2.77,4.00,0.50,28.00,4.00,1.62,94.90865284,0.81598927
293.29,55.26,146.64,0.04,8.81,3.30,2.00,1.00,60.00,5.50,1.51,49.09018314,0.515038878
702.06,109.71,175.51,0.04,10.63,3.39,4.00,1.00,70.50,5.75,1.66,98.73923168,0.263754389
444.08,101.89,74.01,0.06,7.24,2.77,6.00,0.67,33.33,4.33,1.54,143.9086125,0.74922599
128.05,27.23,64.03,0.07,7.81,2.61,2.00,2.50,28.50,4.00,1.91,44.66995731,1.622928621
300.65,84.54,75.16,0.05,5.91,3.10,4.00,1.75,33.25,4.50,1.40,94.28182225,1.131394082
343.22,118.62,68.64,0.04,4.80,2.66,5.00,1.20,30.00,4.00,1.59,114.9579701,0.680707089
206.88,111.96,41.38,0.04,3.07,2.61,5.00,1.00,19.80,3.60,1.61,114.5983707,0.762430968
569.88,82.82,94.98,0.07,11.43,2.59,6.00,5.00,40.33,4.67,1.61,137.7609458,1.31255815
313.29,80.79,52.22,0.07,6.44,2.57,6.00,3.00,24.33,4.00,1.67,139.3518067,0.946697837
405.83,83.05,67.64,0.07,8.11,2.59,6.00,3.33,30.67,4.33,1.66,140.6976708,1.104726044
338.60,56.73,84.65,0.07,9.91,2.64,4.00,1.50,35.50,4.00,1.70,91.83430699,0.344961789
278.69,55.90,69.67,0.07,8.28,2.63,4.00,1.25,28.75,3.50,1.49,87.97611235,0.671339491
343.00,73.22,85.75,0.05,7.78,2.88,4.00,0.75,36.75,4.00,1.69,94.50164648,0.247089056
390.43,90.49,65.07,0.07,7.16,2.66,6.00,4.67,29.33,4.33,1.55,137.8676368,1.569795123
644.19,58.10,161.05,0.07,18.41,2.74,4.00,2.25,65.25,5.50,2.12,96.14750013,0.674677468
190.03,56.83,47.51,0.07,5.55,2.64,4.00,0.75,20.75,3.00,1.49,88.59783784,0.714882756
275.82,53.89,68.96,0.07,8.50,2.60,4.00,1.50,28.50,3.50,1.49,86.58361985,0.862518969
403.78,59.34,134.59,0.05,11.30,2.68,3.00,3.33,56.00,5.33,1.92,70.73493927,1.282282156
566.99,249.10,94.50,0.02,3.78,3.46,6.00,1.33,39.33,4.67,1.27,147.1267828,0.016183407
168.31,27.76,84.16,0.07,10.07,2.62,2.00,1.50,37.50,4.50,1.96,47.28397845,1.196866747
189.61,46.13,47.40,0.09,6.83,2.47,4.00,3.00,22.00,3.75,1.73,86.46478288,1.792909732
125.90,69.25,31.48,0.06,3.02,2.90,4.00,1.00,15.00,3.25,1.55,89.27536157,1.552035169
279.58,130.68,19.97,0.11,3.55,1.81,14.00,1.29,9.00,2.29,2.06,175.7610224,2.096411736
833.85,126.46,138.97,0.05,10.95,2.98,6.00,1.00,56.33,5.00,1.91,146.3976985,0.036269496
262.38,32.61,131.19,0.06,13.36,2.77,2.00,0.50,54.50,5.00,2.03,48.85736634,-0.191572947
307.52,56.60,61.50,0.09,9.02,2.08,5.00,2.60,27.40,3.80,2.03,108.0346776,-0.047876217
491.78,108.92,81.96,0.06,7.50,2.83,6.00,2.00,36.67,4.67,1.85,143.3098262,0.515237825
860.49,115.06,143.42,0.05,12.42,2.89,6.00,1.33,58.67,5.33,1.80,144.4247963,0.540216819
955.58,122.90,159.26,0.05,12.91,2.95,6.00,1.33,64.67,5.67,1.78,146.0555728,0.514481342
686.28,126.65,114.38,0.05,9.00,2.98,6.00,2.00,48.67,5.33,1.82,146.9049912,-0.280097213
661.68,122.25,165.42,0.03,8.99,3.51,4.00,1.50,66.50,5.50,1.60,98.51777982,0.625682781
106.80,26.11,53.40,0.08,6.79,2.57,2.00,2.50,24.50,4.00,1.71,47.02373482,0.743368635
621.61,61.60,155.40,0.06,16.76,2.79,4.00,2.50,63.00,5.50,1.99,95.17129227,1.408867203
69.26,46.58,34.63,0.04,2.47,3.12,2.00,0.50,16.50,3.50,1.34,46.77087884,1.025346835
670.44,161.55,47.89,0.09,6.89,2.06,14.00,2.00,21.71,3.14,2.85,266.0567103,1.50421252
649.49,154.67,46.39,0.09,6.97,1.91,14.00,2.71,21.00,3.14,2.84,292.1303735,0.701040986
657.48,154.23,46.96,0.09,7.08,1.96,14.00,2.43,21.29,3.14,2.89,285.4160222,0.73931913
393.80,83.46,65.63,0.07,7.84,2.59,6.00,5.67,29.67,4.33,1.64,137.5515812,1.400831449
325.64,80.30,54.27,0.07,6.73,2.56,6.00,2.33,25.00,4.00,1.71,138.7112079,1.235376922
413.54,90.58,68.92,0.07,7.58,2.67,6.00,2.33,31.00,4.33,1.66,142.1991975,0.879520214
242.23,54.16,48.45,0.09,7.43,2.05,5.00,3.40,22.20,3.60,1.77,102.9755503,1.524383139
241.17,27.45,120.59,0.07,14.59,2.61,2.00,3.50,49.50,5.00,1.92,47.17448557,1.271609301
103.71,25.60,51.86,0.08,6.73,2.55,2.00,3.00,24.00,4.00,1.69,44.99097305,2.15182934
398.63,141.92,79.73,0.04,4.66,2.82,5.00,1.20,34.40,4.40,1.59,118.2804255,0.405397591
485.85,145.39,97.17,0.03,5.55,2.85,5.00,1.20,40.80,4.60,1.56,118.8013613,0.483244861
343.57,62.81,85.89,0.06,9.08,2.81,4.00,0.00,37.50,3.75,1.98,94.88643228,0.733269508
2260.86,746.68,94.20,0.03,5.03,2.89,24.00,1.33,40.00,4.67,1.64,580.5142029,0.024074987
35.03,37.50,7.01,0.13,1.55,1.81,5.00,0.80,3.60,1.60,1.82,63.01589559,0.337878378
467.05,171.78,77.84,0.03,4.51,2.84,6.00,0.67,33.33,4.00,2.53,142.8756395,0.499499214
102.91,37.13,51.46,0.05,4.60,2.29,2.00,2.00,23.00,3.50,2.13,40.7887281,1.693137526
205.83,69.67,51.46,0.06,4.91,2.33,4.00,2.00,23.00,3.50,2.13,82.3570389,1.621335563
2436.49,1005.32,110.75,0.02,4.02,3.32,22.00,1.09,46.55,4.91,2.07,544.632565,-0.974380135
152.45,42.48,76.23,0.05,5.96,3.02,2.00,1.00,34.00,4.50,1.56,48.71574821,0.511361895
82.83,23.66,41.41,0.08,5.81,2.49,2.00,2.50,19.50,3.50,1.72,43.45914672,1.349976499
128.57,93.50,25.71,0.05,2.28,2.46,5.00,0.80,12.00,2.40,1.68,85.07561521,0.514295337
128.81,62.94,32.20,0.06,3.40,2.81,4.00,1.25,15.25,3.25,1.59,88.47383599,1.325966964
151.91,53.22,75.95,0.04,4.74,2.99,2.00,1.00,32.00,4.00,1.71,48.2250493,0.483344766
413.32,250.25,34.44,0.05,2.74,1.89,12.00,1.00,15.00,2.33,1.90,176.9606679,-0.323278962
101.80,43.88,20.36,0.11,3.85,1.91,5.00,1.00,10.20,2.20,1.90,66.21463032,1.309949384
151.93,58.72,37.98,0.07,4.30,2.67,4.00,1.00,17.00,3.00,1.40,89.87478135,0.607648
269.15,100.42,67.29,0.04,4.45,2.81,4.00,1.00,29.50,4.00,1.97,93.96543377,0.536924409
306.65,85.71,76.66,0.05,5.94,2.78,4.00,1.00,32.00,4.00,2.17,93.30751838,0.57496448
697.32,69.66,174.33,0.06,16.62,2.91,4.00,0.75,70.75,5.50,2.35,97.75545294,0.410996434
516.23,64.42,129.06,0.06,13.31,2.83,4.00,0.25,54.25,4.50,2.25,96.49624014,0.715393233
100.92,33.07,50.46,0.06,5.07,2.55,2.00,1.50,22.50,3.50,1.88,43.9905952,1.246547818
254.94,113.66,50.99,0.04,3.72,2.62,5.00,0.80,23.60,3.80,1.68,115.6591836,0.830665642
127.52,51.27,31.88,0.08,4.13,2.03,4.00,2.00,14.50,2.75,2.11,64.54639686,2.593326688
187.80,47.83,46.95,0.08,6.52,2.50,4.00,3.50,21.50,3.75,1.59,87.73446355,1.522678924
169.97,27.59,84.98,0.07,10.23,2.62,2.00,0.50,37.50,4.00,2.05,47.62228549,0.834477928
84.65,24.41,42.33,0.08,5.76,1.99,2.00,2.00,19.00,3.00,2.28,33.56957744,2.426348574
112.34,81.70,28.09,0.05,2.28,2.37,4.00,2.00,14.00,3.00,1.90,80.32004928,2.015696385
132.17,37.13,66.09,0.05,5.91,2.89,2.00,0.50,29.50,4.00,1.62,47.59165976,1.744472924
1727.29,757.88,95.96,0.02,3.78,3.01,18.00,0.89,41.11,4.67,2.09,442.2617738,-1.355210306
397.57,139.10,79.51,0.04,4.75,2.81,5.00,0.80,34.40,4.40,1.65,119.2458279,0.499370867
985.52,216.53,61.59,0.07,7.56,2.05,16.00,1.50,26.25,3.00,2.63,315.6062919,1.134832413
316.15,110.15,79.04,0.04,4.77,2.88,4.00,1.00,34.00,4.25,1.90,94.60073726,0.410833449
572.02,173.47,63.56,0.05,5.48,2.25,9.00,1.22,26.78,3.33,3.07,198.2202114,0.042437682
402.20,85.71,67.03,0.07,7.79,2.62,6.00,4.00,30.00,4.33,1.48,140.9787742,0.19348636
78.07,41.48,26.02,0.07,3.13,2.38,3.00,0.67,12.67,2.67,2.99,66.28805532,0.92639733
304.90,58.58,60.98,0.09,8.64,2.10,5.00,2.00,28.00,3.80,2.11,110.7316133,0.910741766
305.62,56.46,61.12,0.09,8.99,2.08,5.00,2.60,27.40,3.80,2.09,110.1925235,0.251029539
434.08,66.22,108.52,0.06,10.89,2.86,4.00,0.25,46.75,4.25,2.10,96.70660189,0.730241089
524.65,70.68,104.93,0.07,12.33,2.24,5.00,0.40,44.00,3.80,2.12,115.6748441,0.392327558
914.58,482.77,57.16,0.03,3.15,2.62,16.00,2.25,25.25,3.75,1.83,364.7783909,0.079099205
307.66,95.79,76.91,0.04,5.33,2.83,4.00,1.00,32.00,4.00,2.20,95.17138579,0.076686553
368.56,121.30,92.14,0.03,5.05,3.00,4.00,1.00,38.50,4.50,1.95,96.25454256,0.091655236
845.17,270.03,42.26,0.07,5.20,2.04,20.00,2.90,19.30,3.10,2.70,388.1827664,0.884393158
749.21,274.33,53.51,0.05,4.54,2.20,14.00,1.43,23.71,3.57,1.97,303.9481295,0.636815416
550.16,326.20,45.85,0.04,2.80,2.24,12.00,1.00,21.33,3.33,2.73,280.5770324,-0.318496456
2286.78,1045.20,71.46,0.03,3.63,2.98,32.00,1.75,31.75,4.25,1.57,777.7580394,-0.176943312
2339.56,899.38,116.98,0.02,4.32,3.29,20.00,1.20,49.20,5.00,2.15,495.174597,-0.931061272
573.87,260.78,63.76,0.03,3.65,3.17,9.00,1.33,27.33,4.00,1.34,216.1289998,0.214623114
442.21,283.22,31.59,0.05,2.59,2.39,14.00,0.86,14.86,2.86,2.32,326.9786242,0.678299811
556.59,248.89,61.84,0.04,3.71,3.12,9.00,1.33,27.33,4.00,1.35,217.1206159,0.347147801
1264.07,363.94,57.46,0.06,5.77,2.26,22.00,1.55,24.64,3.45,2.40,476.7587961,0.502367935
494.61,250.74,82.44,0.02,3.28,3.38,6.00,1.33,36.00,4.67,1.29,146.135678,0.179025839
487.55,245.54,40.63,0.05,3.30,2.33,12.00,2.67,19.00,3.33,2.03,256.4780994,1.032423997
338.62,121.36,67.72,0.04,4.63,2.68,5.00,0.80,29.60,4.00,1.57,116.7855021,0.454875336
2501.01,750.42,156.31,0.02,5.53,3.51,16.00,1.50,63.00,5.63,1.31,395.3484027,-0.856853994
1240.96,290.24,77.56,0.06,7.10,2.52,16.00,1.75,34.25,4.25,1.91,376.1585607,0.693310624
484.15,328.14,15.13,0.10,2.45,1.84,32.00,1.25,7.25,2.25,2.01,430.2245861,1.578723234
410.80,182.81,25.68,0.09,3.73,2.02,16.00,2.13,11.63,2.63,1.82,299.3803951,0.682653412
107.92,165.90,17.99,0.04,1.08,3.26,6.00,0.67,8.67,2.67,0.99,139.4163704,0.290657766
1107.89,341.52,123.10,0.03,5.39,3.47,9.00,1.33,50.00,5.00,1.24,220.7336298,0.22309772
1513.45,565.30,63.06,0.04,4.45,2.62,24.00,1.67,26.67,3.50,1.95,571.9422447,-0.272000834
167.64,119.68,10.48,0.13,2.33,1.75,16.00,1.13,4.88,2.00,1.97,185.8363081,1.761506865
356.12,218.67,11.87,0.14,2.70,1.75,30.00,1.07,5.60,2.07,2.06,333.044724,1.704768046
424.75,231.25,47.19,0.04,3.05,3.05,9.00,1.33,21.33,3.67,1.36,213.7170931,0.345210308
350.48,155.29,58.41,0.04,3.75,2.88,6.00,1.33,24.67,3.67,1.35,137.4951681,0.450587788
313.13,126.89,52.19,0.05,4.10,2.77,6.00,0.67,22.00,3.00,1.92,104.6666685,0.438621448
780.99,215.62,97.62,0.04,6.01,2.84,8.00,1.00,41.00,4.50,2.15,193.5652187,0.195456834
184.82,56.96,46.21,0.07,5.39,2.12,4.00,1.50,21.00,3.25,2.54,82.0029812,1.252941984
303.22,56.09,60.64,0.09,8.98,2.07,5.00,2.40,27.20,3.80,2.07,109.7733965,0.673675083
302.50,57.86,60.50,0.09,8.68,2.09,5.00,1.80,27.80,3.80,2.09,110.302664,0.852162696
518.69,69.05,129.67,0.06,12.47,2.90,4.00,1.25,54.75,5.25,2.00,97.25371053,0.527977713
474.32,242.50,33.88,0.06,3.25,2.28,14.00,2.14,16.43,3.14,2.16,307.4236319,0.741679368
172.17,69.31,43.04,0.06,4.12,2.90,4.00,1.25,19.75,3.50,1.54,90.04249567,1.02271698
452.86,171.73,75.48,0.03,4.38,3.05,6.00,1.33,33.33,4.33,1.56,146.3245671,0.160430512
189.74,47.67,94.87,0.04,6.61,2.88,2.00,2.00,41.00,4.50,1.98,48.9745687,0.261500773
276.65,164.77,46.11,0.04,2.79,2.99,6.00,1.33,21.33,3.67,1.44,142.2387567,0.637232813
326.64,125.70,54.44,0.05,4.32,2.78,6.00,1.33,24.67,3.67,1.59,144.3848429,0.329790973
